but_cluthers
Id;Title;Description;CreatedAt;source;Sentiment;Categories
1216;SAV déplorable !!;"Déclarer le 9 janvier un problème avec ma cuisinière dont je ne peux plus me servir. N'ayant pas de nouvelles cela fait trois fois que je passe 20 minutes à attendre qu'on me réponde au téléphone tout ça pour m'entendre dire que on va bientôt me recontacter et qu'on relance le dossier pour une intervention d'un réparateur. Ce matin on me dit carrément ""mais madame si on ne vous a pas fixé de rendez-vous c'est qu'il n'y a pas de rendez-vous disponible"". Pourtant moi il me semble que dans une année il y a 365 jours ce qui veut dire qu'ils n'ont aucun créneau à me donner ni de date de rendez-vous sur 365 jours! Cela résume bien la façon dont on nous prend pour des imbéciles. J'ai acheté trois gros électroménager en moins d'un an dans ce magasin et je le regrette fortement au vu de l'attente et du peu de sérieux du SAV. Je les mettrai absolument plus les pieds dans ce magasin et me tournerait vers d'autres enseignes ou de toute façon ça ne pourra pas être pire";2025-01-27 10:28:25;Trustpilot;1.52;Qualité produit, Service et SAV
1217;Achat matelas très bonne qualité;Achat d'un matelas de très bonne qualité, bons conseils de la part de la vendeuse (sans être invasive). Gros avantage : on peut tester les matelas sur place, ce qui est impossible sur le web. Accueil vente et passage en caisse agréablePaiement 10 fois sans frais (rapide à mettre en place)et livraison rapide (le samedi suivant)Au final : très contente de mon achat;2025-01-10 10:28:25;Trustpilot;8.46;Qualité produit, Financement et promotions, Expérience en magasin
1218;Très bon conseils;Très bon conseils. Mention spéciale au vendeur du rayon oreilles et linge de lit qui m’a porté tout mes achats jusqu’à ma voiture.;2025-01-24 10:28:25;Trustpilot;8.97;Expérience en magasin
1219;Personnel à l’écoute et serviable;Personnel à l’écoute et serviable. Très réactif et professionnel. Je recommande vivement.;2025-01-18 10:28:25;Trustpilot;9.14;Expérience en magasin
1220;Expérience chez BUT OYONNAX;Expérience chez BUT OYONNAX, un peu déçue car le meuble est abîmé et l’ont (mal) caché… Certes c’est un meuble à 16€, mais quand même… 😅;2025-01-12 10:28:25;Trustpilot;4.56;Qualité produit, Expérience en magasin
1221;Magasin agréable;Magasin agréable, vendeurs à l écoute et compétents;2025-01-24 10:28:25;Trustpilot;8.46;Expérience en magasin
1222;Étagère;Tout est OK. Large choix. Livraison rapide;2025-01-25 10:28:25;Trustpilot;8.21;Expérience e-commerce
1223;A fuir!!! Service livraison incompétent;A fuir!!!! , ´ on vous propose une livraison le soir même mais … deux jour plus tard après deux jours d’attente et de fausse promesses vous n’êtes toujours pas livré … et en prime on vous vole 40€ pour la livraison … à l’heure actuelle toujours pas de nouvelle de mon colis ( assez onéreux) … le livreur annule au dernier moment ( a 21h alors que j’avais reçu un sms m’annonçant que je serais la prochaine à être livré donc 2h plus tard après un lapin posé la veille le livreur annule parce qu’il fait  9 degré et qu’il pleut … )Incompétence totale j’aurais du me fier au autre commentaire…;2025-01-25 10:28:25;Trustpilot;1.3;Service et SAV, Expérience e-commerce
1224;Conseillère au top et caissière très…;Conseillère au top et caissière très sympathique. Les conseils pour l’achat d’une centrale vapeur ont été très utiles. Je recommande !;2025-01-24 10:28:25;Trustpilot;8.78;Expérience en magasin
1225;Arnaque;Bonjour, Je tenais à vous témoigner mon fort mécontentement, je m'explique. J'ai fait l'acquisition d'une gazinière début juillet pour commencer la livraison a été désastreuse car après avoir payé l'option livraison et installation du matériel j'ai été livré avec un matériel abîmé normal ces messieurs avaient pris soin de le déballer avant de le monter à l'étage puis ils m'avaient également précisé que mon branchement n'était pas aux normes. De ce fait, j'ai fait intervenir mon bailleur et j'ai vécu un grand moment de solitude face au technicien qui me confirme que mon branchement est bel et bien aux normes NF bref je me suis rendue physiquement au SAV du magasin et après avoir été reçue par une personne pas très agréable 2 autres livreurs sont venus changer la gazinière en me demandant juste de la brancher.Par la suite je me suis rendue compte que ni la lumière, ni le gril ne fonctionnaient je n'ai que la possibilité de me servir du gaz mais pas du côté électrique de la gazinière. J'ai d'autres disfonctionnements que je ne vais pas énumérer ici.J'ai appelé le SAV une première fois, on m'a rappelé une seconde fois pour que j'explique les soucis rencontrés puis on devait me rappeler afin de fixer une date d'intervention, malheureusement je n'ai pu répondre à l'appel étant au travail. Depuis j'ai tenté à nombres reprises (4 fois) de joindre le SAV soit j'ai une musique d'attente interminable soit on me demande de taper dièse ou étoile pour un rappel dans les 3 heures, je n'ai jamais eu aucun retMerci ur. Au final j'ai la grande surprise de recevoir un mail de vos services en m'indiquant une clôture de mon dossier, c'est juste scandaleux !!!!!!!!!!!!!!!J'attends désormais un retour positif de votre magasin car j'ai payé un matériel qui à ce jour n'est pas utilisable dans sa totalité de plus j'ai payé afin qu'elle soit installée c'est à dire à mon sens en fonction mais j'ai juste eu le droit à une triste livraison faite en 2 fois par du personnel incompétent.Merci de répondre à ma demande. Salutations distinguées. Après 2 semaines voilà leur réponse : Après analyse de votre dossier, il s'avère que celui-ci est cloturé depuis le 4/12De ce fait, nous vous prions de bien vouloir nous recontacter afin de compléter votre demande de réparations. C'est une blague ??? C'est une honte;2024-07-20 10:28:25;Trustpilot;2.17;Expérience e-commerce, Expérience en magasin, Service et SAV, Montage et installation, Qualité produit
1226;A fuir;A fuir, aucun service client, ni de communication. un blinder acheté le 5 janvier, toujours pas livré, pas d'explication, pas d'excuse, et il ose vous envoyé un mail si vous êtes satisfait du produit. Mais pour donner son avis sur le produit, il faudrait encore le recevoir !;2025-01-24 10:28:25;Trustpilot;0.67;Expérience e-commerce, Service et SAV
1227;Sav à  fuir;Sav à  fuirAprès plusieurs appels pour mon sèche linge  qui a moin de 2 ans il me font tourne en rond des incompétent  et la 15 jours après toujours dans l attente  d un répéteur  ????Le sav de darty est plus réactif pour moi but c'est  fini;2025-01-24 10:28:25;Trustpilot;2.56;Service et SAV
1228;Article commandé sur But.fr;Article commandé sur But.fr. Pris rendez vous pour le lendemain puisque l'article est disponible. La personne qui doit me donner le colis, me dit qu'il n'est pas là.  Je me dirige vers l'accueil du magasin, qui me confirme que l'article est en stock !!! Retour au quai d'enlèvement,  et finalement on m'a donné mon colis qui était finalement bien là. Peut être lui faut il des lunettes pour bien voir son écran !!!!!;2025-01-24 10:28:25;Trustpilot;5.06;Expérience en magasin, Expérience e-commerce, Service et SAV
1229;J'ai commandé un lave vaisselle par…;J'ai commandé un lave vaisselle par internet au bout de deux semaines ils mon envoyé un message comme quoi je devais récupérer mon lave-vaisselle je me présente au dépôt pour le retrait la personne revient elle me dit que elle ne l'a pas je me rends dans le magasin il me dit ils l'ont reçu mais il est enfoncé suite a un choc le vendeur me dit qu'il n'ont plus se produit il me propose le remboursement aucun geste commercial de leur par pour un équivalent alors que j'ai attendu deux semaines et en plus je doit attendre le remboursement 4 jour des incompétents pareil je n'ai jamais vue ça.;2025-01-24 10:28:25;Trustpilot;1.72;Expérience e-commerce, Qualité produit, Expérience en magasin, Service et SAV
1230;Quelqu’un peut m’expliquer comment on…;Quelqu’un peut m’expliquer comment on fait pour avoir un retour sur SAV sur près avoir reçu une table de salon abîmé. Aucunes réactivités, pas de réponses pour faire simple. But connaît il la satisfaction client mis en avant par toutes les entreprises?;2025-01-17 10:28:25;Trustpilot;3.77;Service et SAV, Expérience e-commerce, Qualité produit
1231;très satisfait du produit acheté comme…;très satisfait du produit acheté comme d habitude jamais déçu. votre magasin ainsi que les vendeurs sont supet;2025-01-20 10:28:25;Trustpilot;9.06;Qualité produit, Expérience en magasin
1232;But Fresnes 94;But Fresnes 94Un mois après une commande en magasin impossible d'avoir des renseignements sur ma livraison personne ne répond au mail ni au téléphone.Il y avait plus de réactivité pour encaisser la facture.Tout simplement inadmissible.Le personnel de ce magasin est tout simplement inadapté à cette profession.;2024-12-27 10:28:25;Trustpilot;1.23;Service et SAV, Expérience e-commerce, Expérience en magasin
1233;Commandées en ligne des étagères…;Commandées en ligne des étagères bibliothèques 19 janvier,livraison prévue entre le 24 et le 28 janvier qu il est écrit,somme de 294€retire le même jour ,par contre,au téléphone,on apprend que la livraison se fera le 5 février!!!!dans ce cas là,on ne se depeche pas de faire le prelevement argent!!!on se moque de qui! 1ere et dernière fois que je serai cliente chez eux!!!à fuir;2025-01-23 10:28:25;Trustpilot;2.35;Expérience e-commerce, Service et SAV
1234;Bon BZ;Cde et retrait facilesMatelas peu épais mais bon sommier. Fait le job;2025-01-13 10:28:25;Trustpilot;6.59;Expérience e-commerce, Qualité produit
1235;Fuyez BUT Arvayres !;Fuyez BUT Arvayres !Ne faites pas faire une cuisine chez eux. On a eu plein de malfaçons et sav de 3 mois pour les corriger et encore c'est pas top. Il en reste. Attitude du directeur : déplorable. Très difficile d'obtenir réparation totale pour le moment ! Son objectif étant avant tout de faire du chiffre plutôt que de voir ses clients satisfaits. Ils ont perdu de bons clients. Dommage....;2025-01-23 10:28:25;Trustpilot;1.31;Service et SAV, Qualité produit, Montage et installation
1236;A écouter;A écouter Donne des conseils Merci mieux informé corsernan les crédits;2025-01-11 10:28:25;Trustpilot;5.87;Financement et promotions
1237;Très déçu par l'achat cette lampe de…;Très déçu par l'achat cette lampe de bureau Wally ref 465689 , la mémorisation de l'horloge ne fonctionne pas malgré le changement de la pile bouton ,Branchée sur le port USB du PC, l'horloge se remet à 0 à chaque arrêt du PC;2024-12-22 10:28:25;Trustpilot;1.73;Qualité produit
1238;Tout c'est très bien passé;Tout c'est très bien passé lors de la récupération de ma commande. Merci à l'agent qui c'est occupé de moi.;2025-01-11 10:28:25;Trustpilot;8.84;Expérience en magasin, Expérience e-commerce
1239;But Kourou (Guyane) 1/5 SAV BUT CAYENNE 0/5;But Kourou (Guyane) 1 sur 5 car, j'ai acheté à Kourou une machine, la vendeuse ne m'a pas proposé de payer de sorte qu'en cas de souci, je puisse être remboursé ou l'apoareil de cuisine, échangé rapidement. Résultat, après moins de 5 utilisations et moins de 10 jours après l'achat de l'appareil de cuisine, j'ai déposé pour envoi au SAV à Cayenne le 7/12/2024. Jusqu'à ce jour 21/01/205, aucune nouvelle de l'appareil et surtout, le SAV (0594594351497) ne décroche pas mes appels. Je déconseille de payer des appareils à BUT KOUROU;2024-12-07 10:28:25;Trustpilot;1.37;Expérience en magasin, Service et SAV, Qualité produit
1240;BOUTIQUE BUT AU TOP;Nous avons été super bien reçus dans cette boutique BUT. Conseil, écoute et bienveillance au rendez-vous. Nous sommes de jeunes mariés et futurs parents. Nous recherchions des meubles de qualité mais en boutique physique, bien mieux que de passer par internet. Aicha, souriante et adorable, nous a donné quelques conseils sur l’entretien de nos articles choisis. Les collaborateurs en boutique étaient tous souriants et avenants. Nous recommandons ce point de vente et nous y reviendrons pour nos futurs besoins.;2024-11-01 10:28:25;Trustpilot;9.06;Expérience en magasin
1241;FUYEZ !!!;FUYEZ !!!Machine vedette acheté sur internet ,celle ci ne fonctionne pas ...la personne qui possède cette machine 94ans n'a aucun  outil informatiques ...on me répète en boucle qu'il faut le numéro de série (photo machine) pour intervenir ..... A croire que c'est un homme robot sans âme qui répond au SAV ? Heureusement qu'un employé du magasin de Bar le Duc s'est replacé pour aider mon papa (alors que ce n'était pas son travail ) Merci encore à l équipe je laisse 5* pour le magasin , mais pour La platforme SAV 0*.;2025-01-04 10:28:25;Trustpilot;2.12;Qualité produit, Expérience e-commerce, Service et SAV, Expérience en magasin
